Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21439.90","Juice of fruits n.e.c.","2024","2024","1000 USD","2439","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21433.01","Juice of pineapples, concentrated","2024","2024","t","4.56","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21433.01","Juice of pineapples, concentrated","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21433.01","Juice of pineapples, concentrated","2024","2024","t","45.69","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21433.01","Juice of pineapples, concentrated","2024","2024","1000 USD","20","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01922.01","Jute, raw or retted","2024","2024","t","55","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01922.01","Jute, raw or retted","2024","2024","1000 USD","65","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01922.01","Jute, raw or retted","2024","2024","t","205423.76","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01922.01","Jute, raw or retted","2024","2024","1000 USD","128262","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01352","Kiwi fruit","2024","2024","t","21.91","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01352","Kiwi fruit","2024","2024","1000 USD","31","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23210.06","Lactose","2024","2024","t","4228.73","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23210.06","Lactose","2024","2024","1000 USD","11429","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","F1217","Leather used & waste","2024","2024","t","0.03","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","F1217","Leather used & waste","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01254","Leeks and other alliaceous vegetables","2024","2024","t","1.99","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01254","Leeks and other alliaceous vegetables","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01254","Leeks and other alliaceous vegetables","2024","2024","t","3.64","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01254","Leeks and other alliaceous vegetables","2024","2024","1000 USD","19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21439.03","Lemon juice, concentrated","2024","2024","t","13.02","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21439.03","Lemon juice, concentrated","2024","2024","1000 USD","7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01322","Lemons and limes","2024","2024","t","27.49","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01322","Lemons and limes","2024","2024","1000 USD","19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01322","Lemons and limes","2024","2024","t","263.92","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01322","Lemons and limes","2024","2024","1000 USD","502","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2024","2024","t","652099.8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2024","2024","1000 USD","478563","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2024","2024","t","96.59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2024","2024","1000 USD","110","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01214","Lettuce and chicory","2024","2024","t","150.59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01214","Lettuce and chicory","2024","2024","1000 USD","158","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01214","Lettuce and chicory","2024","2024","t","0.02","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01214","Lettuce and chicory","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01441","Linseed","2024","2024","t","140.43","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01441","Linseed","2024","2024","1000 USD","38","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21189.01","Liver preparations","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21189.01","Liver preparations","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","0112","Maize (corn)","2024","2024","t","1180356.01","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","0112","Maize (corn)","2024","2024","1000 USD","277942","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","0112","Maize (corn)","2024","2024","t","61.77","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","0112","Maize (corn)","2024","2024","1000 USD","121","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23999.01","Malt extract","2024","2024","t","1014","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23999.01","Malt extract","2024","2024","1000 USD","8775","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23999.01","Malt extract","2024","2024","t","2.89","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23999.01","Malt extract","2024","2024","1000 USD","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","24320","Malt, whether or not roasted","2024","2024","t","513.26","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","24320","Malt, whether or not roasted","2024","2024","1000 USD","431","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01316","Mangoes, guavas and mangosteens","2024","2024","t","32.32","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01316","Mangoes, guavas and mangosteens","2024","2024","1000 USD","78","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01316","Mangoes, guavas and mangosteens","2024","2024","t","946.24","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01316","Mangoes, guavas and mangosteens","2024","2024","1000 USD","2626","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21700.02","Margarine and shortening","2024","2024","t","5400.49","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21700.02","Margarine and shortening","2024","2024","1000 USD","7467","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21700.02","Margarine and shortening","2024","2024","t","3.3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21700.02","Margarine and shortening","2024","2024","1000 USD","8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01630","Maté leaves","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01630","Maté leaves","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21190.01","Meat meal","2024","2024","t","9330.14","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21190.01","Meat meal","2024","2024","1000 USD","5977","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21111.02","Meat of cattle boneless, fresh or chilled","2024","2024","t","17.72","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21111.02","Meat of cattle boneless, fresh or chilled","2024","2024","1000 USD","223","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21111.02","Meat of cattle boneless, fresh or chilled","2024","2024","t","2.59","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21111.02","Meat of cattle boneless, fresh or chilled","2024","2024","1000 USD","25","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","t","0.62","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","t","18.34","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","1000 USD","107","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2024","2024","t","1.63","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21121","Meat of chickens, fresh or chilled","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2024","2024","t","0.7","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21121","Meat of chickens, fresh or chilled","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21116","Meat of goat, fresh or chilled","2024","2024","t","0.07","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21116","Meat of goat, fresh or chilled","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21113.02","Meat of pig boneless, fresh or chilled","2024","2024","t","0.07","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21113.02","Meat of pig boneless, fresh or chilled","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","0.02","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21115","Meat of sheep, fresh or chilled","2024","2024","t","3720.59","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21115","Meat of sheep, fresh or chilled","2024","2024","1000 USD","8608","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21115","Meat of sheep, fresh or chilled","2024","2024","t","2.88","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21115","Meat of sheep, fresh or chilled","2024","2024","1000 USD","23","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21124","Meat of turkeys, fresh or chilled","2024","2024","t","0.08","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21124","Meat of turkeys, fresh or chilled","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","F1172","Meat prepared n.e.c.","2024","2024","t","0.01","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","F1172","Meat prepared n.e.c.","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01449.01","Melonseed","2024","2024","t","65.57","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01449.01","Melonseed","2024","2024","1000 USD","1654","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","0118","Millet","2024","2024","t","869.41","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","0118","Millet","2024","2024","1000 USD","348","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","0118","Millet","2024","2024","t","107.5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","0118","Millet","2024","2024","1000 USD","37","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01199.02","Mixed grain","2024","2024","t","1.63","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01199.02","Mixed grain","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","t","1131.56","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","1000 USD","2308","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","t","5864.89","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","1000 USD","6823","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23540","Molasses","2024","2024","t","182138.93","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23540","Molasses","2024","2024","1000 USD","38298","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23540","Molasses","2024","2024","t","299.5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23540","Molasses","2024","2024","1000 USD","526","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5608","Import quantity","02133","Mules and hinnies","2024","2024","An","5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","02133","Mules and hinnies","2024","2024","1000 USD","15","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01270","Mushrooms and truffles","2024","2024","t","10.03","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01270","Mushrooms and truffles","2024","2024","1000 USD","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01270","Mushrooms and truffles","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01270","Mushrooms and truffles","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","24212.01","Must of grape","2024","2024","t","0.02","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","24212.01","Must of grape","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01442","Mustard seed","2024","2024","t","2541.75","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01442","Mustard seed","2024","2024","1000 USD","1492","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01442","Mustard seed","2024","2024","t","8.31","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01442","Mustard seed","2024","2024","1000 USD","25","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21641.02","Mustard seed oil, crude","2024","2024","t","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21641.02","Mustard seed oil, crude","2024","2024","1000 USD","20","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21641.02","Mustard seed oil, crude","2024","2024","t","25.31","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21641.02","Mustard seed oil, crude","2024","2024","1000 USD","63","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","02910","Natural honey","2024","2024","t","1129.8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","02910","Natural honey","2024","2024","1000 USD","2619","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","02910","Natural honey","2024","2024","t","47.86","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","02910","Natural honey","2024","2024","1000 USD","118","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01950.02","Natural rubber in other forms","2024","2024","t","1126.82","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01950.02","Natural rubber in other forms","2024","2024","1000 USD","1911","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01950.02","Natural rubber in other forms","2024","2024","t","4468.73","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01950.02","Natural rubber in other forms","2024","2024","1000 USD","6733","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01950.01","Natural rubber in primary forms","2024","2024","t","503.36","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01950.01","Natural rubber in primary forms","2024","2024","1000 USD","1013","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01950.01","Natural rubber in primary forms","2024","2024","t","0.71","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01950.01","Natural rubber in primary forms","2024","2024","1000 USD","5","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01653","Nutmeg, mace, cardamoms, raw","2024","2024","t","3617.14","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01653","Nutmeg, mace, cardamoms, raw","2024","2024","1000 USD","49806","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2024","2024","t","2.74","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2024","2024","1000 USD","43","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","0117","Oats","2024","2024","t","200.92","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","0117","Oats","2024","2024","1000 USD","198","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","23140.07","Oats, rolled","2024","2024","t","498.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","23140.07","Oats, rolled","2024","2024","1000 USD","1177","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","23140.07","Oats, rolled","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","23140.07","Oats, rolled","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21691.04","Oil of castor beans","2024","2024","t","243.99","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21691.04","Oil of castor beans","2024","2024","1000 USD","866","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21691.04","Oil of castor beans","2024","2024","t","24.34","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21691.04","Oil of castor beans","2024","2024","1000 USD","36","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","35410.01","Oil of citronella","2024","2024","t","50.41","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","35410.01","Oil of citronella","2024","2024","1000 USD","116","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","35410.01","Oil of citronella","2024","2024","t","0.25","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","35410.01","Oil of citronella","2024","2024","1000 USD","16","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21691.12","Oil of linseed","2024","2024","t","9.17","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21691.12","Oil of linseed","2024","2024","1000 USD","36","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21691.12","Oil of linseed","2024","2024","t","3.24","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21691.12","Oil of linseed","2024","2024","1000 USD","4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21691.02","Oil of maize","2024","2024","t","33.76","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21691.02","Oil of maize","2024","2024","1000 USD","74","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21691.02","Oil of maize","2024","2024","t","680.54","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21691.02","Oil of maize","2024","2024","1000 USD","1284","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21673","Oil of olive residues","2024","2024","t","149.19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21673","Oil of olive residues","2024","2024","1000 USD","909","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21673","Oil of olive residues","2024","2024","t","1.08","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21673","Oil of olive residues","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21691.14","Oil of palm kernel","2024","2024","t","9064.38","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21691.14","Oil of palm kernel","2024","2024","1000 USD","12934","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21691.14","Oil of palm kernel","2024","2024","t","1.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21691.14","Oil of palm kernel","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21691.07","Oil of sesame seed","2024","2024","t","88.13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21691.07","Oil of sesame seed","2024","2024","1000 USD","328","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21691.07","Oil of sesame seed","2024","2024","t","2569.16","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21691.07","Oil of sesame seed","2024","2024","1000 USD","5410","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","2167","Olive oil","2024","2024","t","118.45","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","2167","Olive oil","2024","2024","1000 USD","1131","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01450","Olives","2024","2024","t","33.27","X","Figure from external organization","Estimated data using trading partners database"
