transaction_id,exporter_id,buyer_id,product_id,declarant_id,commodity_id,transaction_date,no_of_packages,gross_weight_kg,net_weight_kg,quantity,unit,total_value_usd,total_value_bdt,currency,exchange_rate,delivery_terms,mode_of_transport,month,year
400,45,118,60,14,25,2024-08-12,842,28954.09,28028.13,29734,pcs,52688.75,6392199.149999999,USD,121.32,CFR,Road,8,2024
401,74,5,58,17,25,2024-07-11,77,10849.51,10218.11,9141,pcs,236387.27,27933883.6959,USD,118.17,FOB,Sea,7,2024
402,40,10,4,27,15,2024-08-28,225,28539.27,27201.93,25376,pcs,240436.48,29217841.0496,USD,121.52,CIF,Sea,8,2024
403,14,106,53,23,20,2025-02-06,225,14109.2,13522.79,11954,unit,100333.3,12132302.636,USD,120.92,FCA,Sea,2,2025
404,12,75,21,17,13,2024-07-10,625,29656.91,27999.12,26743,,141345.98,17269651.836400002,USD,122.18,FCA,Sea,7,2024
405,6,39,53,20,20,2026-01-28,99,7713.18,7192.32,12787,unit,184404.29,22517607.8519,USD,122.11,FCA,Road,1,2026
406,77,106,33,13,20,2026-02-15,264,10597.37,10165.2,16057,unit,437978.47,51304797.9758,USD,117.14,FOB,Sea,2,2026
407,31,23,45,10,10,2025-10-27,232,5070.26,4924.97,20205,kg,244141.19,28698796.8845,USD,117.55,CFR,Sea,10,2025
408,77,96,38,32,25,2024-09-12,155,6202.82,6018.1,18603,pcs,225718.93,27756656.8221,USD,122.97,EXW,Sea,9,2024
409,65,35,9,21,11,2026-04-03,208,11777.56,11173.55,9835,kg,127629.07,15298896.620900001,USD,119.87,FOB,Air,4,2026
410,49,31,48,1,8,2025-02-13,620,10994.78,10683.59,25209,kg,30147.72,3561953.1180000002,USD,118.15,CIF,Sea,2,2025
411,20,18,15,11,17,2024-09-16,27,335.97,308.22,1580,pcs,42037.33,4924673.209500001,USD,117.15,CFR,Sea,9,2024
412,67,104,29,35,11,2026-05-26,392,24556.87,23105.38,20153,kg,268353.36,32006505.247199997,USD,119.27,EXW,Air,5,2026
413,7,22,36,14,12,2024-02-13,273,9590.93,9018.55,28659,kg,383920.57,47398833.5722,USD,123.46,CFR,Sea,2,2024
414,47,47,8,6,8,2024-11-29,4,655.46,598.45,544,kg,12128.7,1450956.381,USD,119.63,FCA,Road,11,2024
415,48,42,24,36,15,2026-07-01,301,18475.72,17272.95,21514,pcs,415442.31,51182492.592,USD,123.2,CFR,Sea,7,2026
416,79,115,5,31,10,2024-01-16,158,8214.41,7477.52,13367,kg,214780.98,25406442.1242,USD,118.29,CFR,Air,1,2024
417,50,66,17,5,1,2024-01-15,171,12255.59,11173.6,15992,kg,379842.44,46804185.4568,USD,123.22,FCA,Sea,1,2024
418,37,79,14,13,21,2024-03-28,813,25201.33,23479.04,28801,unit,614956.46,75258371.5748,USD,122.38,FCA,Sea,3,2024
419,1,98,58,12,25,2025-06-28,83,9033.19,8832.89,9284,pcs,156940.15,18870483.636,USD,120.24,FCA,Road,6,2025
420,3,59,3,4,14,2026-02-12,65,3180.63,2962.67,7638,pcs,97738.67,11878180.5651,USD,121.53,FCA,,2,2026
421,50,119,55,24,17,2025-06-07,179,18948.06,17810.67,23383,pcs,231376.32,28533327.7824,USD,123.32,CFR,Air,6,2025
422,28,38,51,3,18,2024-02-29,508,21163.56,20046.54,24709,pcs,228621.29,28031256.3669,USD,122.61,FOB,Sea,2,2024
423,60,45,10,12,16,2025-02-02,414,11721.67,10974.92,28071,pcs,260282.79,32111087.802300002,USD,123.37,CFR,Sea,2,2025
424,75,111,31,1,18,2025-07-07,388,11537.49,10705.07,28744,pcs,478898.04,56830830.4068,USD,118.67,FCA,Sea,7,2025
425,1,114,39,11,23,2026-03-31,380,8213.78,7767.32,29145,pcs,574146.01,68248736.2087,USD,118.87,CIF,Sea,3,2026
426,70,60,5,29,10,2025-04-10,53,1318.46,1238.45,3830,kg,88921.81,10435863.6216,USD,117.36,CFR,Sea,4,2025
427,24,111,49,15,11,2026-05-22,149,1439.73,1396.76,7778,kg,151112.65,18302764.168,USD,121.12,CFR,Sea,5,2026
428,26,79,12,18,19,2025-12-11,361,12532.72,12211.94,16489,pcs,341140.66,40015799.418,USD,117.3,FOB,Sea,12,2025
429,16,41,1,31,13,2024-03-12,455,20747.9,19255.95,27808,pcs,525429.18,63492862.111200005,USD,120.84,CIF,Sea,3,2024
430,45,21,16,2,12,2026-01-05,12,1651.63,1519.44,1491,kg,37099.71,4457159.1594,USD,120.14,CFR,Sea,1,2026
431,8,105,54,11,21,2025-03-13,350,25443.48,23401.9,29099,unit,612122.2,72622177.808,USD,118.64,CFR,Sea,3,2025
432,47,109,37,29,1,2025-02-24,226,7095.69,6548.63,14958,kg,281200.65,34323351.339,USD,122.06,EXW,Sea,2,2025
433,17,97,35,2,17,2026-02-12,259,14741.45,14039.38,29524,pcs,874300.46,105624238.57259999,USD,120.81,CIF,Sea,2,2026
434,13,70,34,20,21,2025-11-05,182,27333.51,25524.5,23294,unit,236681.05,29118869.581499998,USD,123.03,CIF,Sea,11,2025
435,37,82,51,25,18,2024-03-27,141,9920.49,9209.77,17053,pcs,132001.78,16160977.9254,USD,122.43,FOB,Sea,3,2024
436,8,1,19,22,23,2025-01-11,655,19888.1,18681.43,20662,pcs,256932.26,30944921.3944,USD,120.44,EXW,Sea,1,2025
437,33,56,32,34,19,2025-08-26,151,10535.28,9992.09,13943,pcs,31431.98,3816156.6917999997,USD,121.41,CIF,Sea,8,2025
438,12,59,14,10,21,2024-11-11,108,10616.32,10306.9,10894,unit,288326.67,35458413.8766,USD,122.98,FOB,Sea,11,2024
439,40,58,12,8,19,2025-05-01,137,9489.48,8842.67,15641,pcs,59175.35,7140689.4845,USD,120.67,CIF,Sea,5,2025
440,2,89,34,26,21,2026-04-17,214,1938.28,1808.78,10929,unit,248681.08,29635324.3036,USD,119.17,CIF,Sea,4,2026
441,44,87,57,4,1,2024-07-28,65,3594.99,3387.6,3742,kg,24874.78,2950148.908,USD,118.6,EXW,Sea,7,2024
442,43,4,41,20,13,2025-08-16,15,604.45,589.94,764,pcs,14069.93,1707948.8027000001,USD,121.39,CFR,Sea,8,2025
443,48,65,25,8,10,2025-12-26,363,13118.51,12590.14,25158,kg,244517.29,28642755.3506,USD,117.14,EXW,Air,12,2025
444,26,109,26,6,10,2025-04-28,45,1549.4,1495.96,4286,kg,86494.84,10502203.4728,USD,121.42,CFR,Road,4,2025
445,18,6,52,8,19,2024-12-01,32,2616.28,2454.16,4163,pcs,86128.52,10583472.5376,USD,122.88,CIF,Sea,12,2024
446,9,71,52,16,19,2026-08-14,6,668.46,629.37,644,pcs,5181.68,618899.8592000001,USD,119.44,CFR,Sea,8,2026
447,56,36,25,38,10,2025-06-03,154,5585.31,5275.69,14358,kg,236525.53,28901054.5107,USD,122.19,CFR,Sea,6,2025
448,46,53,53,36,20,2024-08-27,238,25501.13,24761.19,22154,unit,175220.42,21368130.219,USD,121.95,FOB,Air,8,2024
449,80,85,13,32,20,2025-03-16,83,5167.75,4854.52,8558,unit,189098.6,22321198.744000003,USD,118.04,CIF,Sea,3,2025
450,22,36,32,35,19,2024-01-30,287,7668.84,7276.33,17756,pcs,161225.44,19050397.9904,USD,118.16,EXW,Sea,1,2024
451,23,56,48,19,8,2025-04-18,774,31139.61,29149.82,29628,kg,321385.59,38238457.49820001,USD,118.98,EXW,Sea,4,2025
452,64,81,19,16,23,2025-06-03,438,29056.1,26482.29,28384,pcs,772072.31,94192821.82000001,USD,122,FCA,Sea,6,2025
453,5,91,25,30,10,2026-08-04,53,820.21,758.48,3210,kg,29631.55,3537710.7545,USD,119.39,FOB,Sea,8,2026
454,75,87,8,12,8,2024-01-10,462,30024.85,28063.64,27064,kg,298014.06,34909366.9884,USD,117.14,CFR,Sea,1,2024
455,18,76,3,25,14,2026-05-01,292,16099.18,14778.73,19878,pcs,418929.67,49814927.0597,USD,118.91,FOB,Road,5,2026
456,43,112,33,11,20,2025-06-09,174,10705.21,10151.37,10500,unit,200720.03,24650426.8843,USD,122.81,EXW,Air,6,2025
457,5,40,59,7,23,2024-08-09,72,7714.2,7201.98,7467,pcs,197829.83,24058085.6263,USD,121.61,FOB,Sea,8,2024
458,60,2,60,17,25,2025-06-12,221,2125.06,1944.26,9501,pcs,22031,2658480.77,USD,120.67,CFR,Sea,6,2025
459,5,21,30,12,16,2025-09-02,209,4226.06,3890.38,19527,pcs,79628.41,9630259.9054,USD,120.94,CIF,Sea,9,2025
460,40,43,51,35,18,2026-03-24,254,14800.05,14061.68,15888,pcs,379386.39,45469458.8415,USD,119.85,FCA,Sea,3,2026
461,24,8,56,28,12,2026-07-06,222,5866.17,5477.66,15475,kg,295708.9,36049871.999000005,USD,121.91,CIF,Sea,7,2026
462,79,106,39,38,23,2026-02-22,314,9167,8423.86,12428,pcs,326274.75,40265566.8975,USD,123.41,FOB,Air,2,2026
463,67,17,25,17,10,2024-10-27,139,3665.86,3394.83,13735,kg,391477.57,48034297.839,USD,122.7,FCA,Sea,10,2024
464,69,45,7,4,9,2026-03-21,173,3327.61,3137.11,18226,pcs,387626.95,45631444.554,USD,117.72,EXW,Air,3,2026
465,62,94,52,23,19,2024-06-19,29,400.06,390.13,1579,pcs,18354.87,2197628.5851,USD,119.73,CFR,Air,6,2024
466,74,50,31,31,18,2025-04-01,343,10972.02,10343.7,18272,pcs,355149.16,42632105.1664,USD,120.04,CIF,Sea,4,2025
467,1,103,47,5,9,2025-02-06,240,14009.68,12900.73,11799,pcs,119055.89,14343853.6272,USD,120.48,FOB,Sea,2,2025
468,30,20,35,31,17,2026-01-01,121,12965.63,12016.09,15387,pcs,235704.14,28454203.7808,USD,120.72,EXW,Air,1,2026
469,77,13,22,40,14,2025-08-06,57,2091.8,2034.92,2103,pcs,14757.67,1820801.3246,USD,123.38,CIF,Sea,8,2025
470,62,94,15,25,17,2024-09-11,292,13789.32,12779.63,14037,pcs,129856.38,15269811.724200001,USD,117.59,FCA,Sea,9,2024
471,41,94,59,13,23,2024-06-19,725,32740.84,30437.82,28141,pcs,346465.36,41298670.912,USD,119.2,CIF,Road,6,2024
472,63,44,30,40,16,2026-01-27,80,2215.67,2120.98,9593,pcs,125784.32,15198519.3856,USD,120.83,CIF,Sea,1,2026
473,73,96,1,4,13,2026-03-30,25,1508.75,1389.43,2729,pcs,44906.88,5450348.0256,USD,121.37,CIF,Sea,3,2026
474,60,70,16,21,12,2026-02-26,258,7680.61,7460.47,29570,kg,722818.84,88212811.2336,USD,122.04,CFR,Sea,2,2026
475,24,106,51,10,18,2024-12-25,779,,27107.56,26939,pcs,514137.32,62313443.184,USD,121.2,CIF,Air,12,2024
476,77,102,14,21,21,2024-01-05,285,20327.6,19210.49,26158,unit,686453.68,82292067.1584,USD,119.88,FCA,Sea,1,2024
477,42,84,26,15,10,2025-11-28,511,19367.18,18236.26,22138,kg,165438.24,20348903.52,USD,123,FOB,Sea,11,2025
478,42,49,5,13,10,2024-07-12,159,6142.69,5766.69,10357,kg,245029.64,29565276.3624,USD,120.66,FCA,Sea,7,2024
479,42,20,2,27,14,2026-03-30,346,15984.55,15056.49,16406,pcs,96401.79,11651120.339399999,USD,120.86,EXW,Sea,3,2026
480,77,21,31,25,18,2025-03-25,261,12538.45,11582.38,10447,pcs,125049.4,15037190.35,USD,120.25,CIF,Air,3,2025
481,36,25,22,38,14,2025-01-24,199,5772.51,5415.82,20183,pcs,88380.68,10546466.5444,USD,119.33,CFR,Sea,1,2025
482,75,12,59,26,23,2024-02-01,643,14386.08,13844,22165,pcs,479469.32,56927392.3636,USD,118.73,FOB,Air,2,2024
483,14,56,6,16,10,2024-05-05,283,25250.23,22982.5,29374,kg,370908.41,43871046.734799996,USD,118.28,CIF,Sea,5,2024
484,27,112,2,37,14,2024-12-13,184,4746.67,4348.34,16715,pcs,466955.2,56370831.744,USD,120.72,FCA,Sea,12,2024
485,69,12,32,30,19,2025-02-03,215,8147.13,7643.2,21860,pcs,469559.62,57004537.868,USD,121.4,CIF,Sea,2,2025
486,34,77,9,30,11,2024-12-03,118,3803.97,3487.64,10999,kg,109644.37,13522440.152099999,USD,123.33,,Sea,12,2024
487,77,111,40,14,25,2024-01-11,158,7815.84,7178.6,8312,pcs,192404.75,22540216.462500002,USD,117.15,FOB,Air,1,2024
488,65,6,56,9,12,2024-03-08,264,25979.41,23684.99,22768,kg,464328.79,56559889.9099,USD,121.81,FOB,Sea,3,2024
489,52,76,39,16,23,2024-06-24,159,11962.89,10974.2,10859,pcs,127219.43,15144200.9472,USD,119.04,FCA,Sea,6,2024
490,15,64,57,34,1,2024-11-17,284,23129.69,21220.07,27307,kg,726260.8,86265257.824,USD,118.78,CFR,Sea,11,2024
491,69,29,3,7,14,2024-10-31,149,6981.78,6480.49,18076,pcs,339635.98,41384644.162999995,USD,121.85,FOB,Air,10,2024
492,46,30,17,30,1,2024-04-27,378,8395.33,8079.54,16577,kg,69406.71,8378778.031200001,USD,120.72,FOB,Sea,4,2024
493,38,3,18,30,25,2025-03-04,236,13920.89,12969.02,21452,pcs,149588.42,17989503.389200002,USD,120.26,FCA,Sea,3,2025
494,74,48,10,4,16,2025-11-08,263,10067.44,9729.54,23442,pcs,434525.26,53255415.865600005,USD,122.56,CIF,Air,11,2025
495,38,54,55,28,17,2024-03-02,247,4050.8,3808.86,13815,pcs,41757.74,4896512.5924,USD,117.26,CFR,Sea,3,2024
496,65,51,52,6,19,2025-02-22,162,5763.93,5361.6,13147,pcs,281120.03,33950866.0231,USD,120.77,FCA,Sea,2,2025
497,75,67,21,13,13,2024-04-17,102,4040.82,3818.83,11556,pcs,245575.47,29142441.0249,USD,118.67,EXW,Road,4,2024
498,25,118,45,7,10,2024-06-27,20,700.79,672.7,978,kg,4734.1,555451.953,USD,117.33,EXW,Sea,6,2024
499,62,35,2,20,14,2026-04-05,91,8973.42,8743.4,10248,pcs,267619.27,31726264.4585,USD,118.55,CFR,Sea,4,2026
500,73,113,32,13,19,2024-06-20,272,20192.62,18420.15,25662,pcs,707487.86,83243021.60759999,USD,117.66,FCA,Air,6,2024
501,40,101,32,6,19,2025-10-25,93,8566.59,8063.36,10281,pcs,292615.38,34844639.4504,USD,119.08,CFR,Sea,10,2025
502,21,77,52,7,19,2026-07-24,528,31153.45,28576.35,26401,pcs,597152.43,70917822.58680001,USD,118.76,CIF,Sea,7,2026
503,4,14,6,26,10,2025-12-14,192,14509.17,13706.18,13853,kg,12134.07,1445289.0777,USD,119.11,FCA,Sea,12,2025
504,58,117,32,14,19,2025-06-19,66,809.05,788.03,4243,pcs,119836.49,14657201.0919,USD,122.31,FCA,Air,6,2025
505,49,58,16,5,12,2024-09-15,244,28590.73,27134.66,28101,kg,567571.43,68085868.7428,USD,119.96,CIF,Air,9,2024
506,26,29,45,26,10,2026-01-25,6,628.63,596.55,779,kg,22244.97,2683410.7311,USD,120.63,CFR,Road,1,2026
507,31,8,11,33,18,2026-07-08,264,14110.88,13584.18,21360,pcs,501237.05,58955501.821,USD,117.62,CFR,Road,7,2026
508,65,93,59,9,23,2025-02-23,103,4621.18,4237.87,7702,pcs,82782.17,9688825.1768,USD,117.04,FOB,Air,2,2025
509,46,120,50,4,16,2026-04-03,107,7604.45,7437.93,11030,pcs,169978.83,20043903.6336,USD,117.92,CIF,Sea,4,2026
510,15,115,27,29,9,2026-01-02,431,26230.5,25007.27,22517,pcs,46469.38,5737109.6548,USD,123.46,FOB,Sea,1,2026
511,12,94,53,2,20,2024-09-07,304,20450.96,19851.44,20171,unit,131527.83,15904345.203599999,USD,120.92,FCA,Sea,9,2024
512,1,67,21,20,13,2025-07-31,164,18211.27,16784.91,18441,pcs,520871.19,64306757.1174,USD,123.46,CIF,Sea,7,2025
513,26,94,11,36,18,2025-04-13,329,8028.6,7616.59,29990,pcs,738316.84,88413441.58999999,USD,119.75,CFR,Sea,4,2025
514,67,59,20,8,25,2025-05-24,570,18213.13,17194.66,26314,,222590.86,26236784.6682,USD,117.87,EXW,Air,5,2025
515,53,112,58,33,25,2026-04-19,184,18443.29,17809.39,23667,pcs,276842.35,32650786.758999996,USD,117.94,CFR,Sea,4,2026
516,43,73,40,18,25,2026-07-14,95,4272.11,4125.82,10122,pcs,58908.33,6943524.857100001,USD,117.87,CIF,Sea,7,2026
517,58,65,10,22,16,2024-01-27,288,17676.59,17244.62,27840,pcs,588130.97,70146380.7919,USD,119.27,CIF,Sea,1,2024
518,14,92,48,25,8,2024-07-03,12,524.17,499.33,762,kg,4439.3,527655.198,USD,118.86,CFR,Sea,7,2024
519,24,39,1,19,13,2025-07-03,318,4958.23,4774.64,27249,pcs,405557.2,48447863.111999996,USD,119.46,CIF,Sea,7,2025
520,80,60,56,4,12,2024-09-16,276,16315.78,15327.55,19562,kg,466021.76,56640284.71040001,USD,121.54,FCA,Sea,9,2024
521,41,25,22,36,14,2024-04-15,,28719.12,27124.17,24342,pcs,439026.9,51695417.475,USD,117.75,FCA,Sea,4,2024
522,2,15,58,12,25,2024-01-05,56,586.4,552.92,3137,pcs,82420.36,9778351.510400001,USD,118.64,EXW,Road,1,2024
523,60,30,42,1,14,2025-03-31,253,14594.39,14062.67,26270,pcs,21249.18,2492953.7975999997,USD,117.32,CFR,Sea,3,2025
524,37,32,31,21,18,2025-04-06,69,3392.6,3216.05,6426,pcs,77294.24,9151638.016,USD,118.4,CIF,Air,4,2025
525,19,73,31,18,18,2024-03-13,476,11547.06,11098.61,19907,pcs,279489.37,32719820.5459,USD,117.07,FCA,Air,3,2024
526,20,89,23,8,14,2025-05-01,43,2608.92,2474.63,4443,pcs,32733.2,3980684.452,USD,121.61,CIF,Sea,5,2025
527,17,25,27,16,9,2026-02-27,201,20075.25,18777.62,24954,pcs,502338.69,61029127.4481,USD,121.49,CIF,,2,2026
528,34,84,25,17,10,2026-07-01,402,4752.53,4558.56,26562,kg,664340.28,82006164.1632,USD,123.44,CFR,Sea,7,2026
529,65,62,58,14,25,2025-09-03,504,4701.47,4472.23,26413,pcs,203779.83,24325198.307099998,USD,119.37,CFR,Sea,9,2025
530,11,20,41,24,13,2026-05-15,352,14566.36,13812.32,22885,pcs,337448.64,40541079.6096,USD,120.14,CFR,Sea,5,2026
531,38,81,42,16,14,2024-09-15,326,12984.74,12636.89,14884,pcs,311366.29,37980460.0542,USD,121.98,EXW,Air,9,2024
532,61,10,28,3,8,2026-01-30,79,3820.89,3479.85,9175,kg,206367.36,25199518.3296,USD,122.11,CIF,Air,1,2026
533,61,80,33,31,20,2025-09-30,172,16687.56,16021,22065,unit,659870.4,78029674.8,USD,118.25,EXW,Road,9,2025
534,26,49,9,35,11,2024-03-21,137,9580.82,9065.29,16474,kg,282310.39,33699391.254300006,USD,119.37,EXW,Road,3,2024
535,32,28,20,3,25,2025-09-18,80,1444.44,1329.23,5316,pcs,23691.93,2852982.2106,USD,120.42,EXW,Sea,9,2025
536,57,31,53,9,20,2026-02-23,51,6075.77,5820.93,5465,unit,123920.01,15072390.8163,USD,121.63,EXW,Sea,2,2026
537,31,104,30,31,16,2026-05-10,50,2664.83,2494.32,2237,pcs,30788.35,3721387.8645,USD,120.87,FCA,Sea,5,2026
538,15,97,30,29,16,2025-07-16,179,9660.03,9048.03,9213,pcs,132201.18,15883971.777,USD,120.15,EXW,Sea,7,2025
539,20,52,20,31,25,2025-12-10,433,20050.04,19441.72,17796,pcs,64054.21,7846000.182899999,USD,122.49,CFR,Air,12,2025
540,67,1,56,3,12,2026-06-06,232,7705.06,7129.89,20195,kg,281881.48,33594634.7864,USD,119.18,FCA,Sea,6,2026
541,9,31,34,21,21,2026-03-04,181,22644.13,21705.15,22399,unit,472884.06,57048732.9984,USD,120.64,CFR,Sea,3,2026
542,17,14,19,36,23,2025-10-11,67,1949.59,1831.98,5715,pcs,142002.47,16913914.2017,USD,119.11,FCA,Sea,10,2025
543,41,98,15,25,17,2026-06-11,42,2663.22,2486.17,3436,pcs,50759.1,6182965.971,USD,121.81,EXW,Air,6,2026
544,21,12,7,9,9,2024-06-23,203,7978.27,7301.81,9581,pcs,60801.18,7177579.299,USD,118.05,FCA,Sea,6,2024
545,9,63,56,37,12,2024-06-07,151,13615.33,13307.05,12008,kg,214917.75,26359662.0375,USD,122.65,CFR,Road,6,2024
546,14,35,41,10,13,2026-02-23,51,5818.47,5573.61,5718,pcs,73171.57,8700099.673,USD,118.9,CIF,Sea,2,2026
547,65,13,18,34,25,2025-12-28,177,16913.29,15698.04,17544,pcs,90531.46,10607571.168200001,USD,117.17,CFR,Sea,12,2025
548,10,7,57,31,1,2025-08-26,18,847.29,817.48,2200,kg,63027.29,7586594.8973,USD,120.37,FOB,Air,8,2025
549,42,26,40,12,25,2025-08-18,248,9799.7,9571.28,15540,pcs,368616.83,44938077.7453,USD,121.91,CFR,Sea,8,2025
550,18,23,28,36,8,2026-06-13,135,11909.97,11395.97,17171,kg,77224.63,9179691.7681,USD,118.87,FOB,Sea,6,2026
551,30,11,6,26,10,2024-05-15,258,5823.08,5316.1,18971,kg,442942.99,53095576.2113,USD,119.87,EXW,Sea,5,2024
552,12,40,11,12,18,2024-05-09,605,19540.08,18131.61,18557,pcs,33219.13,3939124.4354,USD,118.58,CIF,Road,5,2024
553,5,59,5,34,10,2024-02-01,561,10576.16,10195.8,22123,kg,49251.39,5936762.550600001,USD,120.54,FOB,Sea,2,2024
554,10,44,28,27,8,2026-08-20,108,6001.39,5551.37,9379,kg,19472.69,2325818.0936,USD,119.44,FCA,Sea,8,2026
555,69,74,35,5,17,2024-08-15,155,,8461.56,14999,pcs,223529.82,26805696.0144,USD,119.92,EXW,Sea,8,2024
556,36,4,41,27,13,2024-09-02,112,10427.25,9746.24,9644,pcs,135474.37,16695861.3588,USD,123.24,CFR,Sea,9,2024
557,70,94,14,12,21,2024-02-01,52,2194.87,2024.56,3491,unit,97919.63,11581933.8364,USD,118.28,FOB,Sea,2,2024
558,27,10,35,30,17,2025-03-21,381,11180.45,10207.69,21730,pcs,63731.89,7522274.9767,USD,118.03,EXW,Sea,3,2025
559,67,67,50,2,16,2025-07-03,105,4934.02,4765.1,6708,pcs,60431.52,7283206.790399999,USD,120.52,EXW,Sea,7,2025
560,22,112,53,36,20,2026-01-04,40,4676.91,4459.64,4634,unit,49210.13,5937694.2858,USD,120.66,FCA,Air,1,2026
561,10,45,49,6,11,2024-01-23,342,31884.42,29176.84,28878,kg,258056.48,31534501.856000002,USD,122.2,FCA,Sea,1,2024
562,36,76,27,31,9,2025-08-17,19,963.18,924.55,1675,pcs,49742.96,6083564.007999999,USD,122.3,EXW,Sea,8,2025
563,66,28,18,13,25,2025-04-16,286,10436.82,9765.47,28091,pcs,478511.28,58593706.236,USD,122.45,CFR,Sea,4,2025
564,1,90,15,17,17,2025-01-01,171,9107.92,8851.36,22201,pcs,265828.32,32555994.3504,USD,122.47,CIF,Sea,1,2025
565,54,24,53,30,20,2025-01-30,284,11258.46,10986.72,9864,unit,11633.82,1388961.7698,USD,119.39,CIF,Road,1,2025
566,56,28,57,21,1,2025-11-11,97,1505.7,1400.86,4189,kg,42908.54,5230980.1114,USD,121.91,CFR,Road,11,2025
567,1,112,18,13,25,2024-04-08,206,25137.34,23553.61,21363,pcs,378697.09,46530511.448300004,USD,122.87,FOB,Road,4,2024
568,41,81,56,36,12,2025-05-19,109,4892.06,4481.93,7130,kg,19034.73,2349456.7239,USD,123.43,FCA,Road,5,2025
569,64,49,6,39,10,2024-10-23,118,1783.65,1746.26,10866,kg,41487.41,4859835.207400001,USD,117.14,CIF,Air,10,2024
570,56,23,2,25,14,2024-10-05,141,13136.81,12158.6,12334,pcs,64933.69,7788796.1155,USD,119.95,FOB,Sea,10,2024
571,9,75,43,25,14,2025-11-10,72,3302.85,3007.32,7672,pcs,78643.32,9599203.639200002,USD,122.06,CFR,Sea,11,2025
572,15,22,45,5,10,2026-06-16,52,1197.28,1129.49,6539,kg,72069.08,8478206.5712,USD,117.64,CFR,Sea,6,2026
573,76,4,28,16,8,2024-04-29,400,17912.07,17509.45,17106,kg,269899.35,32412212.941499997,USD,120.09,FOB,Air,4,2024
574,17,8,28,40,8,2024-03-29,155,14454.45,13255.35,16970,kg,116981.61,13757037.336,USD,117.6,FOB,Sea,3,2024
575,7,118,49,32,11,2024-02-27,414,20957.54,20243.55,20899,kg,305169.46,36644748.7568,USD,120.08,FOB,Sea,2,2024
576,13,28,5,16,10,2026-07-07,7,299.18,293.26,690,kg,18918.67,2265510.7325,USD,119.75,CIF,Road,7,2026
577,5,29,17,32,1,2025-07-06,120,4346.56,4106.62,6128,kg,47696.91,5758447.944300001,USD,120.73,EXW,Air,7,2025
578,70,36,13,32,20,2026-06-12,444,13568.41,12750.22,25067,unit,273518,32018017.080000002,USD,117.06,CFR,Sea,6,2026
579,74,38,28,13,8,2024-06-14,265,7463.81,6893.31,25667,kg,443290.13,52986469.2389,USD,119.53,CIF,Sea,6,2024
580,42,43,25,15,10,2026-04-10,197,10082.88,9751.95,16005,kg,88750.47,10938495.4275,USD,123.25,FOB,Sea,4,2026
581,78,69,45,2,10,2024-12-19,143,1960.21,1817.51,7497,kg,63622.77,7677995.8836,USD,120.68,EXW,Sea,12,2024
582,21,106,40,12,25,2025-07-11,328,8119.49,7782.06,14359,pcs,166456.52,20003080.0084,USD,120.17,FOB,Sea,7,2025
583,39,98,21,6,13,2025-05-10,140,7056,6718.63,13268,pcs,376273.7,44618535.346,USD,118.58,FCA,Air,5,2025
584,79,118,26,8,10,2024-04-07,34,2588.7,2399.69,2807,kg,73933.41,8837999.831400001,USD,119.54,FCA,Sea,4,2024
585,14,113,25,13,10,2024-12-20,588,23662.92,21912.36,22087,kg,376646.61,45129796.8102,USD,119.82,EXW,Road,12,2024
586,29,15,38,18,25,2026-05-15,628,22559.62,20887.88,29259,pcs,293719.4,35575293.72800001,USD,121.12,CIF,Sea,5,2026
587,9,49,46,18,10,2024-01-02,608,3586.77,3325.31,20872,kg,404038.28,48549239.724800006,USD,120.16,CIF,Sea,1,2024
588,2,103,4,10,15,2025-05-02,123,5973.64,5754.5,11629,pcs,29057.6,3486330.8479999998,USD,119.98,CIF,Sea,5,2025
589,51,80,22,32,14,2024-10-12,368,21069.77,19879.65,24353,pcs,595798.23,71686443.03359999,USD,120.32,EXW,Sea,10,2024
590,47,22,32,33,19,2024-11-26,81,4656.85,4530.94,10297,pcs,221084.29,27246427.8996,USD,123.24,EXW,Sea,11,2024
591,75,84,49,20,11,2025-09-04,66,2985.23,2914.41,7123,kg,107489.19,12887953.881000001,USD,119.9,CFR,Sea,9,2025
592,59,11,59,25,23,2025-06-03,329,17843.49,16256.19,17266,pcs,370475.04,45212773.8816,USD,122.04,FCA,Sea,6,2025
593,9,70,4,16,15,2024-08-18,78,5732.57,5502.27,5042,pcs,87346.8,10251020.448,USD,117.36,FCA,Sea,8,2024
594,8,95,33,39,20,2026-05-08,566,19558.45,18143.22,20865,unit,43823.89,5289543.523,USD,120.7,EXW,Road,5,2026
595,77,111,25,32,10,2024-08-28,135,6371.31,5998.73,9354,kg,177354.57,21016516.545,USD,118.5,CFR,Sea,8,2024
596,15,116,41,1,13,2025-04-06,502,31795.13,30886.28,27112,pcs,298298.24,36759292.1152,USD,123.23,FOB,Road,4,2025
597,8,79,46,29,10,2026-04-14,102,5467.07,5218.27,9655,kg,123242.09,14558588.091699999,USD,118.13,FCA,Sea,4,2026
598,56,58,9,33,11,2025-09-10,212,17831.37,16946.55,21423,kg,429952.82,52686418.562800005,USD,122.54,EXW,Sea,9,2025
599,46,105,55,17,17,2026-04-09,293,4471.36,4309.23,15580,pcs,191436.96,23181101.4864,USD,121.09,CFR,Sea,4,2026
600,34,9,57,22,1,2026-05-16,518,15156.51,14451.53,20309,kg,370011.74,43439378.276,USD,117.4,CFR,Road,5,2026
